"ID","SX","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","LAYOUT","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLEVAL","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","CONF","update_stamp"
"3949","","EXC4","OTELGTAU","Tau AV-1451 PET Eligibility","","","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif($vals{$x}==$_n){return(1);}elsif((in($vals{'EXCLUSION'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'EXCLUSION'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'EXCLUSION'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=[4] Has a history of risk factors for Torsades de Pointes or is taking medications known to prolong QT interval.","","indent=2;subquestion_trigger=(exclusion:1)","22358","20","","","","2","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3950","","EXC5","OTELGTAU","Tau AV-1451 PET Eligibility","","","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif($vals{$x}==$_n){return(1);}elsif((in($vals{'EXCLUSION'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'EXCLUSION'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'EXCLUSION'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=[5] Has ECG obtained during screening that, in the opinion of the investigator, is clinically significant with regard to the subject's participation in the study. Bazett's corrected QT (QTcB) interval must be evaluated and must not exceed >458 msec in males or >474 msec in females.","","indent=2;subquestion_trigger=(exclusion:1)","22358","21","","","","2","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3951","","EXC6","OTELGTAU","Tau AV-1451 PET Eligibility","","","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'EXCLUSION'},1))&&($vals{'EXC1'}==$_n&&$vals{'EXC2'}==$_n&&$vals{'EXC3'}==$_n&&$vals{'EXC4'}==$_n&&$vals{'EXC5'}==$_n&&$vals{'EXC6'}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'EXCLUSION'},1))&&($vals{'EXC1'}!=$_n||$vals{'EXC2'}!=$_n||$vals{'EXC3'}!=$_n||$vals{'EXC4'}!=$_n||$vals{'EXC5'}!=$_n||$vals{'EXC6'}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'EXCLUSION'},1))&&($vals{'EXC1'}==$_n&&$vals{'EXC2'}==$_n&&$vals{'EXC3'}==$_n&&$vals{'EXC4'}==$_n&&$vals{'EXC5'}==$_n&&$vals{'EXC6'}==$_n)){return(1);}elsif(notin($vals{'EXC1'},$_n)||notin($vals{'EXC2'},$_n)||notin($vals{'EXC3'},$_n)||notin($vals{'EXC4'},$_n)||notin($vals{'EXC5'},$_n)||notin($vals{'EXC6'},$_n)){1;}else{'Error :  Field is required. Please complete.';}","","1=[6] Has hypersensitivity to 18F-AV-1451 or any of its excipients.","","checkrange_end;indent=2;subquestion_trigger=(exclusion:1)","22358","22","","","KE","2","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3952","","TAUCOMM","OTELGTAU","Tau AV-1451 PET Eligibility","","Comments:","","","T","1000","0","","","1","","","","paragraph;logmenu","22358","23","","","P","","","0","","","1","","","","","","{}","2015-03-21 02:20:08.0"
"3953","","ID","OTCONSENT","Addenda Consent Tracking","","","","","N","38","0","","","","","""crfname"",""Addenda Consent Tracking"",""indexes"",""dodadni_otconsent_idx=RID,VISCODE,ENTRY,RECNO"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE,RECNO""","1","log;reason_for_change","22407","1","","","4","","","0","","","","","","","","","{""reason_for_change"":""1""}","2015-03-21 02:20:08.0"
"3954","","SX","OTCONSENT","Addenda Consent Tracking","","","","","N","10 digits","0","","","","","","","","22407","2","","","","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3955","","RID","OTCONSENT","Addenda Consent Tracking","","","","","N","38 digits","0","","","","","","","","22407","3","","","","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3956","","SITEID","OTCONSENT","Addenda Consent Tracking","","","","","N","38 digits","0","","","","","","","","22407","4","","","","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3957","","VISCODE","OTCONSENT","Addenda Consent Tracking","","","","","T","20 characters","0","","","","","","","","22407","5","","","","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3958","","ENTRY","OTCONSENT","Addenda Consent Tracking","","","","","N","1 digit","0","","","","","","","","22407","6","","","","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3959","","VERIFY","OTCONSENT","Addenda Consent Tracking","","","","","N","1 digit","0","","","","","","","","22407","7","","","","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3960","","USERID","OTCONSENT","Addenda Consent Tracking","","","","","T","100 characters","0","","","","","","","","22407","8","","","","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3961","","USERDATE","OTCONSENT","Addenda Consent Tracking","","","","","S","100 digits","0","","","","","","","","22407","9","","","","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3962","","USERID2","OTCONSENT","Addenda Consent Tracking","","","","","T","100 characters","0","","","","","","","","22407","10","","","","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3963","","USERDATE2","OTCONSENT","Addenda Consent Tracking","","","","","S","100 digits","0","","","","","","","","22407","11","","","","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3964","","RECNO","OTCONSENT","Addenda Consent Tracking","","","","","N","38 digits","0","","","","","","","","22407","12","","","","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3965","","ADDENDUM","OTCONSENT","Addenda Consent Tracking","","Indicate addendum:","","","N","2","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif(in($vals{$x},1)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=DOD-ADNI Tau Addendum","","combo; logmenu","22407","13","","","C","","","0","","","1","","","","","","{}","2015-03-21 02:20:08.0"
"3966","","INCDATE","OTCONSENT","Addenda Consent Tracking","","Date consent(s) signed/updated:","","","D","10","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif(in($vals{$x},$_m)){1;}elsif(date_validate('date'=>$vals{$x})>0&&date_range_compare('date'=>$vals{$x},'lower_date'=>'01/01/1800')>0){1;}else{'Error :  Date is not valid. Please review.';}","MM/DD/YYYY","","","date_strict; default=-4;logmenu","22407","14","","","DS","","","0","","","1","","","","","-4","{}","2015-03-21 02:20:08.0"
"3967","","INCVERSION","OTCONSENT","Addenda Consent Tracking","","ADCS template version signed:","","","N","3","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif(in($vals{$x},1,2)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=TAU US: Addendum 23-OCT-2014  / US Addendum ICF 23-OCT-2014; 2 = TAU US: Addendum 23-OCT-2014  / US Addendum ICF 07-APR-2015","","combo; logmenu","22407","15","","","C","","","0","","","1","","","","","","{}","2015-05-30 02:09:42.0"
"3968","","OTIRB","OTCONSENT","Addenda Consent Tracking","","Consent IRB approval date:","","","D","10","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif(in($vals{$x},$_m)){1;}elsif(date_validate('date'=>$vals{$x})>0&&date_range_compare('date'=>$vals{$x},'lower_date'=>'01/01/1800')>0){1;}else{'Error :  Date is not valid. Please review.';}","MM/DD/YYYY","","","date_strict; default=-4;logmenu","22407","16","","","DS","","","0","","","1","","","","","-4","{}","2015-03-21 02:20:08.0"
"3969","","OTEXPDT","OTCONSENT","Addenda Consent Tracking","","Consent IRB expiration date:","","","D","10","0","","","my$startdate=$vals{'OTIRB'};if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}if(in($vals{$x},$_n,$_m)){return qq{Error:  Response required.};}elsif(date_validate('date'=>$vals{$x},require_all=>1)){if(date_validate('date'=>$startdate,require_year=>1)){my$compare=date_compare2(startdate=>$startdate,enddate=>$vals{$x});if(in($compare,0,-1)){return 1;}else{return qq{Error:  Expiration date must be on or after approval date.};}}else{return 1;}}else{return qq{Error:  Invalid date (MM/DD/YYYY)!  Please review.};}","MM/DD/YYYY","","","date_strict;default=-4;rangeperl","22407","17","","","DS","","","0","","","","","","","","-4","{}","2015-03-21 02:20:08.0"
"3970","","OTVRS","OTCONSENT","Addenda Consent Tracking","","Site version of consent:","","","T","50","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif(notin($vals{$x},$_n)){1;}else{'Error :  Field is required. Please complete.';}","","","","text_strict","22407","18","","","T","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3971","","ADDCOMM","OTCONSENT","Addenda Consent Tracking","","Comments:","","","T","1000","0","","","1","","","","paragraph","22407","19","","","P","","","0","","","","","","","","","{}","2015-03-21 02:20:08.0"
"3972","","AEHTAU","RECADV","Adverse Events/Hospitalizations - Log","","Related to AV-1451 (Tau) Imaging","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif(in($vals{$x},1,4,2,3)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Related;4=Probably;2=Possibly;3=Not related","","radio","22831","28","","","R","","","0","","","","","","","","","{}","2015-03-27 02:20:10.0"
"3973","","ID","TRANSFER","Participant Transfers","","","","","N","38","0","","","","","""crfname"",""Participant Transfers"",""indexes"",""dodadni_transfer_idx=RID,VISCODE,ENTRY,RECNO"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE,RECNO""","1","log;reason_for_change","24105","1","","","4","","","0","","","","","","","","","{""reason_for_change"":""1""}","2015-04-29 02:09:41.0"
"3974","","SX","TRANSFER","Participant Transfers","","","","","N","10 digits","0","","","","","","","","24105","2","","","","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3975","","RID","TRANSFER","Participant Transfers","","","","","N","38 digits","0","","","","","","","","24105","3","","","","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3976","","SITEID","TRANSFER","Participant Transfers","","","","","N","38 digits","0","","","","","","","","24105","4","","","","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3977","","VISCODE","TRANSFER","Participant Transfers","","","","","T","20 characters","0","","","","","","","","24105","5","","","","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3978","","ENTRY","TRANSFER","Participant Transfers","","","","","N","1 digit","0","","","","","","","","24105","6","","","","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3979","","VERIFY","TRANSFER","Participant Transfers","","","","","N","1 digit","0","","","","","","","","24105","7","","","","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3980","","USERID","TRANSFER","Participant Transfers","","","","","T","100 characters","0","","","","","","","","24105","8","","","","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3981","","USERDATE","TRANSFER","Participant Transfers","","","","","S","100 digits","0","","","","","","","","24105","9","","","","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3982","","USERID2","TRANSFER","Participant Transfers","","","","","T","100 characters","0","","","","","","","","24105","10","","","","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3983","","USERDATE2","TRANSFER","Participant Transfers","","","","","S","100 digits","0","","","","","","","","24105","11","","","","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3984","","RECNO","TRANSFER","Participant Transfers","","","","","N","38 digits","0","","","","","","","","24105","12","","","","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3985","","PTTYPE","TRANSFER","Participant Transfers","","Type of transfer","","","N","2","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif(in($vals{$x},1,2)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Permanent transfer (not returning to site);2=Temporary transfer (one or more visits done elsewhere, and participant will return to original site)","","radio;logmenu","24105","13","","","R","","","0","","","1","","","","","","{}","2015-04-29 02:09:41.0"
"3986","","SITEIDA","TRANSFER","Participant Transfers","","Site conducting visits PRIOR to transfer:","","","T","20","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'PTTYPE'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'PTTYPE'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'PTTYPE'},1))&&($vals{$x}==$_n)){return(1);}elsif(notin($vals{$x},$_n)){1;}else{'Error :  Field is required. Please complete.';}","","select distinct id, sitecode || ': ' || siteinits || ' - '|| sitename as label from dodadni_sites_vwx where sitecode not in('5006') order by label","","combo;subquestion_trigger=(pttype:1);grid_start;grid_title=If permanent transfer:;logmenu","24105","14","","","C","","","0","","","1","","","","1:1:0:If permanent transfer:","","{}","2015-04-29 02:09:41.0"
"3987","","PTPVISIT","TRANSFER","Participant Transfers","","Visits conducted prior to transfer:","","","T","500","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'PTTYPE'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'PTTYPE'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'PTTYPE'},1))&&($vals{$x}==$_n)){return(1);}elsif(notin($vals{$x},$_n)){1;}else{'Error :  Field is required. Please complete.';}","","select distinct viscode, visname, visorder from dodadni_visits where viscode not in('nv') and viscode not like '%va%' order by visorder","","check;subquestion_trigger=(pttype:1)","24105","15","","","K","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3988","","SITEIDB","TRANSFER","Participant Transfers","","Site conducting visits AFTER transfer:","","","T","20","0","","","my$transfer=$vals{'PTTYPE'};my$site=$vals{'SITEIDA'};if($vals{'RECNO'}<0){return 1;}elsif(in($transfer,1)){if(in($vals{$x},$_n,$_m)){return qq{Error:  Based on transfer type, response is required.  Please review.};}elsif(in($vals{$x},$site)){return qq{Error:  Site conducting visits PROIR to transfer and AFTER transfer cannot be the same.  Please review.};}elsif(is_integer($vals{$x})&&$vals{$x}>0){return 1;}else{return undef;}}else{if(in($vals{$x},$_n)){return 1;}else{return qq{Error:  Based on transfer type, response is not allowed.};}}","","select distinct id, sitecode || ': ' || siteinits || ' - '|| sitename as label from dodadni_sites_vwx where sitecode not in ('5006') order by label","","combo;subquestion_trigger=(pttype:1);grid_end;logmenu;rangeperl","24105","16","","","C","","","0","","","1","","","","-1","","{}","2015-04-29 02:09:41.0"
"3989","","SITEIDTMP","TRANSFER","Participant Transfers","","Temporary site:","","","T","20","0","","","my$transfer=$vals{'PTTYPE'};my$site=$vals{'SITEID'};if($vals{'RECNO'}<0){return 1;}elsif(in($transfer,2)){if(in($vals{$x},$_n,$_m)){return qq{Error:  Based on transfer type, response is required.  Please review.};}elsif(in($vals{$x},$site)){return qq{Error:  Temporary site cannot be the same as the current site.  Please review.};}elsif(is_integer($vals{$x})&&$vals{$x}>0){return 1;}else{return undef;}}else{if(in($vals{$x},$_n)){return 1;}else{return qq{Error:  Based on transfer type, response is not allowed.};}}","","select distinct id, sitecode || ': ' || siteinits || ' - '|| sitename as label from dodadni_sites_vwx where sitecode not in('5006') order by label","","combo;subquestion_trigger=(pttype:2);grid_start;grid_title=If temporary transfer:;logmenu; rangeperl","24105","17","","","C","","","0","","","1","","","","1:1:0:If temporary transfer:","","{}","2015-04-29 02:09:41.0"
"3990","","PTTVISIT","TRANSFER","Participant Transfers","","Visit(s) conducted at site:","","","T","500","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'PTTYPE'},2))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'PTTYPE'},2))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'PTTYPE'},2))&&($vals{$x}==$_n)){return(1);}elsif(notin($vals{$x},$_n)){1;}else{'Error :  Field is required. Please complete.';}","","select distinct viscode, visname, visorder from dodadni_visits where viscode not in('sc','nv') and viscode not like '%va%' order by visorder","","check;subquestion_trigger=(pttype:2);grid_end","24105","18","","","K","","","0","","","","","","","-1","","{}","2015-04-29 02:09:41.0"
"3991","","PTREASON","TRANSFER","Participant Transfers","","Reason for Transfer:","","","T","1000","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif(notin($vals{$x},$_n)){1;}else{'Error :  Field is required. Please complete.';}","","","","paragraph_strict","24105","19","","","P","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3992","","PTCOMM","TRANSFER","Participant Transfers","","Comments:","","","T","1000","0","","","1","","","","paragraph","24105","20","","","P","","","0","","","","","","","","","{}","2015-04-29 02:09:41.0"
"3993","-4","RID","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Participant roster ID","-4","-4","-4","-4","","-4","-4","-4","-4","-4","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"3994","-4","SCRNO","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Participant Roster ID","-4","-4","-4","-4","","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"3995","-4","VISCODE","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Visit code","-4","-4","-4","-4","","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4685","-4","ST88SV","UCSFFSX51","Cross-Sectional FreeSurfer (5.1)","-4","Subcortical Volume (aseg.stats) of RightHippocampus","-4","-4","N","8","1","-4","-4","-4","mm3","","-4","-4","-4","-4","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:54.0"
"4686","-4","ST89SV","UCSFFSX51","Cross-Sectional FreeSurfer (5.1)","-4","Subcortical Volume (aseg.stats) of RightInferiorLateralVentricle","-4","-4","N","8","1","-4","-4","-4","mm3","","-4","-4","-4","-4","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:54.0"
"4687","-4","ST8SV","UCSFFSX51","Cross-Sectional FreeSurfer (5.1)","-4","Subcortical Volume (aseg.stats) of FifthVentricle","-4","-4","N","8","1","-4","-4","-4","mm3","","-4","-4","-4","-4","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:54.0"
"3996","-4","EXAMDATE","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Date of Specimen Collection","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4688","-4","ST90CV","UCSFFSX51","Cross-Sectional FreeSurfer (5.1)","-4","Cortical Volume (aparc.stats) of RightInferiorParietal","-4","-4","N","10","0","-4","-4","-4","mm3","","-4","-4","-4","-4","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:54.0"
"4689","-4","ST90SA","UCSFFSX51","Cross-Sectional FreeSurfer (5.1)","-4","Surface Area (aparc.stats) of RightInferiorParietal","-4","-4","N","5","0","-4","-4","-4","mm2","","-4","-4","-4","-4","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:54.0"
"3997","-4","PRIMARY","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Biofluid Type","-4","-4","-4","-4","","-4","-4","-4","MM/DD/YYYY","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4691","-4","ST90TS","UCSFFSX51","Cross-Sectional FreeSurfer (5.1)","-4","Thickness Stardard Deviation (aparc.stats) of RightInferiorParietal","-4","-4","N","4","3","-4","-4","-4","mm","","-4","-4","-4","-4","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:54.0"
"4690","-4","ST90TA","UCSFFSX51","Cross-Sectional FreeSurfer (5.1)","-4","Thickness Average (aparc.stats) of RightInferiorParietal","-4","-4","N","4","3","-4","-4","-4","mm","","-4","-4","-4","-4","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:54.0"
"3998","-4","VISIT","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Visit Code","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"3999","-4","VOLUME","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Total Aliquot Volume Received","-4","-4","-4","-4","","-4","-4","-4","mL","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4000","-4","COUNT","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","Number of Available Aliquots","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4001","-4","RID","APOERES","DOD ADNI APOE Genotypes","-4","Participant roster ID","-4","-4","-4","-4","","-4","-4","-4","-4","-4","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4002","-4","SCRNO","APOERES","DOD ADNI APOE Genotypes","-4","Participant roster ID","-4","-4","N","38 digits","","-4","-4","-4","-4","","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4003","-4","APGEN1","APOERES","DOD ADNI APOE Genotypes","-4","Genotype - Allele 1","-4","-4","N","1","","-4","-4","-4","-4","2..4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4004","-4","APGEN2","APOERES","DOD ADNI APOE Genotypes","-4","Genotype - Allele 2","-4","-4","N","1","","-4","-4","-4","-4","2..4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4005","-4","RID","BAIPETNMRC","BAI image analyses","-4","Participant roster ID","-4","-4","-4","-4","","-4","-4","-4","","-4","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4006","-4","SCRNO","BAIPETNMRC","BAI image analyses","-4","Participant ID","-4","-4","-4","-4","","-4","-4","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4007","-4","VISCODE","BAIPETNMRC","BAI image analyses","-4","Visit code","-4","-4","-4","-4","","-4","-4","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4008","-4","EXAMDATE","BAIPETNMRC","BAI image analyses","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4009","-4","LONISID","BAIPETNMRC","BAI image analyses","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4010","-4","LONIUID","BAIPETNMRC","BAI image analyses","-4","LONI Unique Image Identifier","-4","-4","-4","-4","","-4","-4","-4","","-4","This is a longer description if necessary.","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4011","-4","USERDATE","BAIPETNMRC","BAI image analyses","-4","Date record created","-4","-4","-4","-4","","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4012","-4","RUNDATE","BAIPETNMRC","BAI image analyses","-4","DATE analysis performed","-4","-4","-4","-4","","-4","-4","-4","","-4","Please use MM/DD/YYYY format","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4013","-4","STATUS","BAIPETNMRC","BAI image analyses","-4","Complete/Incomplete","-4","-4","-4","-4","","-4","-4","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4014","-4","VERSION","BAIPETNMRC","BAI image analyses","-4","Version of Table","-4","-4","-4","-4","","-4","-4","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
"4015","-4","ACI_CCCSO","BAIPETNMRC","BAI image analyses","-4","amyloid convergence index for AV-45 subjects","-4","-4","-4","-4","","-4","-4","-4","unitless","-4","(1). Included baseline florbetapir PET with pre-processing QC passed for ADNI-DOD.   (2) this index (ACI) was generalized from the hypometabolic convergence index (HCI) for FDG-PET. ACI attempts to characterize the extent to which the amyloid deposition spatial pattern and magnitude in one individual subject match that in AD patients as a group. (3) SPM5  was used for image processing  by ADNI Analysis Team at BAI please contact Kewei Chen, Ph.D. (kewei.chen@bannerhealth.com) and Eric M. Reiman, M.D. (4) data subject to change due to addtion/change of subjects, time points and/or analysis type (5), the field name consists of two parts: part 1  is ACI, and part 2 is the reference region used in computing  the SUVR in generating ACI. ","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2015-05-07 02:09:53.0"
