"ID","USERDATE","USERDATE2","MEDNAME","update_stamp"
"1231","2012-12-03","","Ritalin la","2013-02-21 09:35:12.0"
"1232","2012-12-03","","Rivasa","2013-02-21 09:35:12.0"
"1233","2012-12-03","","Rivastigmine","2013-02-21 09:35:12.0"
"1234","2012-12-03","","Robaxin","2013-02-21 09:35:12.0"
"1235","2012-12-03","","Robitussin","2013-02-21 09:35:12.0"
"1236","2012-12-03","","Robitussin ac","2013-02-21 09:35:12.0"
"1237","2012-12-03","","Robitussin cf","2013-02-21 09:35:12.0"
"1238","2012-12-03","","Robitussin dm","2013-02-21 09:35:12.0"
"1239","2012-12-03","","Robitussin with codeine","2013-02-21 09:35:12.0"
"1240","2012-12-03","","Rocaltrol","2013-02-21 09:35:12.0"
"1241","2012-12-03","","Rocephin","2013-02-21 09:35:12.0"
"1242","2012-12-03","","Roferon","2013-02-21 09:35:12.0"
"1243","2012-12-03","","Rolaids","2013-02-21 09:35:12.0"
"1244","2012-12-03","","Ropinirole","2013-02-21 09:35:12.0"
"1245","2012-12-03","","Ropivacaine","2013-02-21 09:35:12.0"
"1246","2012-12-03","","Rosiglitazone","2013-02-21 09:35:12.0"
"1247","2012-12-03","","Rosuvastatin","2013-02-21 09:35:12.0"
"1248","2012-12-03","","Roxanol","2013-02-21 09:35:12.0"
"1249","2012-12-03","","Rozerem","2013-02-21 09:35:12.0"
"1250","2012-12-03","","Sage","2013-02-21 09:35:12.0"
"1251","2012-12-03","","Salbutamol","2013-02-21 09:35:12.0"
"1252","2012-12-03","","Salbuterol","2013-02-21 09:35:12.0"
"1253","2012-12-03","","Salsalate","2013-02-21 09:35:12.0"
"1254","2012-12-03","","Sam-e","2013-02-21 09:35:12.0"
"1255","2012-12-03","","Sanctura","2013-02-21 09:35:12.0"
"1256","2012-12-03","","Sandostatin","2013-02-21 09:35:12.0"
"1257","2012-12-03","","Santyl","2013-02-21 09:35:12.0"
"1258","2012-12-03","","Saw palmetto","2013-02-21 09:35:12.0"
"1259","2012-12-03","","Sectral","2013-02-21 09:35:12.0"
"1260","2012-12-03","","Selegiline","2013-02-21 09:35:12.0"
"1261","2012-12-03","","Selenium","2013-02-21 09:35:12.0"
"1262","2012-12-03","","Senna","2013-02-21 09:35:12.0"
"1263","2012-12-03","","Senna lax","2013-02-21 09:35:12.0"
"1264","2012-12-03","","Senna plus","2013-02-21 09:35:12.0"
"1265","2012-12-03","","Sennoside","2013-02-21 09:35:12.0"
"1266","2012-12-03","","Senokot","2013-02-21 09:35:12.0"
"1267","2012-12-03","","Senokot-s","2013-02-21 09:35:12.0"
"1268","2012-12-03","","Sensorcaine","2013-02-21 09:35:12.0"
"1269","2012-12-03","","Septra","2013-02-21 09:35:12.0"
"1270","2012-12-03","","Septra ds","2013-02-21 09:35:12.0"
"1271","2012-12-03","","Serevent","2013-02-21 09:35:12.0"
"1272","2012-12-03","","Seroquel","2013-02-21 09:35:12.0"
"1273","2012-12-03","","Sertraline","2013-02-21 09:35:12.0"
"1274","2012-12-03","","Serzone","2013-02-21 09:35:12.0"
"1275","2012-12-03","","Silica","2013-02-21 09:35:12.0"
"1276","2012-12-03","","Silver sulfadiazine","2013-02-21 09:35:12.0"
"1277","2012-12-03","","Silymarin","2013-02-21 09:35:12.0"
"1278","2012-12-03","","Simcor","2013-02-21 09:35:12.0"
"1279","2012-12-03","","Simethicone","2013-02-21 09:35:12.0"
"1280","2012-12-03","","Simply sleep","2013-02-21 09:35:12.0"
"1281","2012-12-03","","Simvastatin","2013-02-21 09:35:12.0"
"1282","2012-12-03","","Simvastin","2013-02-21 09:35:12.0"
"1283","2012-12-03","","Sinemet","2013-02-21 09:35:12.0"
"1284","2012-12-03","","Singulair","2013-02-21 09:35:12.0"
"1285","2012-12-03","","Singular","2013-02-21 09:35:12.0"
"1286","2012-12-03","","Skelaxin","2013-02-21 09:35:12.0"
"1287","2012-12-03","","Sleep aid","2013-02-21 09:35:12.0"
"1288","2012-12-03","","Slow fe","2013-02-21 09:35:12.0"
"1289","2012-12-03","","Slow mag","2013-02-21 09:35:12.0"
"1290","2012-12-03","","Sodium chloride","2013-02-21 09:35:12.0"
"1291","2012-12-03","","Sodium phosphate","2013-02-21 09:35:12.0"
"1292","2012-12-03","","Sodium sulfacetamide","2013-02-21 09:35:12.0"
"1293","2012-12-03","","Solifenacin","2013-02-21 09:35:12.0"
"1294","2012-12-03","","Solu-medrol","2013-02-21 09:35:12.0"
"1295","2012-12-03","","Solucortef","2013-02-21 09:35:12.0"
"1296","2012-12-03","","Soma","2013-02-21 09:35:12.0"
"1297","2012-12-03","","Sotalol","2013-02-21 09:35:12.0"
"1298","2012-12-03","","Spectazole","2013-02-21 09:35:12.0"
"1299","2012-12-03","","Spiriva","2013-02-21 09:35:12.0"
"1300","2012-12-03","","Spiriva handihaler","2013-02-21 09:35:12.0"
"1301","2012-12-03","","Spironolactone","2013-02-21 09:35:12.0"
"1302","2012-12-03","","Spirulina","2013-02-21 09:35:12.0"
"1303","2012-12-03","","Starlix","2013-02-21 09:35:12.0"
"1304","2012-12-03","","Stool softener","2013-02-21 09:35:12.0"
"1305","2012-12-03","","Stress b complex","2013-02-21 09:35:12.0"
"1306","2012-12-03","","Strovite","2013-02-21 09:35:12.0"
"1307","2012-12-03","","Sucralfate","2013-02-21 09:35:12.0"
"1308","2012-12-03","","Sudafed","2013-02-21 09:35:12.0"
"1309","2012-12-03","","Sudafed pe","2013-02-21 09:35:12.0"
"1310","2012-12-03","","Sudafed sinus","2013-02-21 09:35:12.0"
"1311","2012-12-03","","Sular","2013-02-21 09:35:12.0"
"1312","2012-12-03","","Sulfacetamide","2013-02-21 09:35:12.0"
"1313","2012-12-03","","Sulfamethoxazole","2013-02-21 09:35:12.0"
"1314","2012-12-03","","Sulfasalazine","2013-02-21 09:35:12.0"
"1315","2012-12-03","","Sulindac","2013-02-21 09:35:12.0"
"1316","2012-12-03","","Super antioxidant","2013-02-21 09:35:12.0"
"1317","2012-12-03","","Super b complex","2013-02-21 09:35:12.0"
"1318","2012-12-03","","Super b complex with vitamin c","2013-02-21 09:35:12.0"
"1319","2012-12-03","","Suphedrine","2013-02-21 09:35:12.0"
"1320","2012-12-03","","Supreme","2013-02-21 09:35:12.0"
"1321","2012-12-03","","Surfak","2013-02-21 09:35:12.0"
"1322","2012-12-03","","Symbicort","2013-02-21 09:35:12.0"
"1323","2012-12-03","","Synalar","2013-02-21 09:35:12.0"
"1324","2012-12-03","","Synthroid","2013-02-21 09:35:12.0"
"1325","2012-12-03","","Synthyroid","2013-02-21 09:35:12.0"
"1326","2012-12-03","","Synvisc","2013-02-21 09:35:12.0"
"1327","2012-12-03","","Systane","2013-02-21 09:35:12.0"
"1328","2012-12-03","","Tagamet","2013-02-21 09:35:12.0"
"1329","2012-12-03","","Tambocor","2013-02-21 09:35:12.0"
"1330","2012-12-03","","Tamiflu","2013-02-21 09:35:12.0"
"1331","2012-12-03","","Tamoxifen","2013-02-21 09:35:12.0"
"1332","2012-12-03","","Tamoxifen citrate","2013-02-21 09:35:12.0"
"1333","2012-12-03","","Tamsulosin","2013-02-21 09:35:12.0"
"1334","2012-12-03","","Tapazole","2013-02-21 09:35:12.0"
"1335","2012-12-03","","Targretin","2013-02-21 09:35:12.0"
"1336","2012-12-03","","Tavist-d","2013-02-21 09:35:12.0"
"1337","2012-12-03","","Taztia","2013-02-21 09:35:12.0"
"1338","2012-12-03","","Taztia xt","2013-02-21 09:35:12.0"
"1339","2012-12-03","","""Tea, green""","2013-02-21 09:35:12.0"
"1340","2012-12-03","","Teargen","2013-02-21 09:35:12.0"
"1341","2012-12-03","","Tegretol","2013-02-21 09:35:12.0"
"1342","2012-12-03","","Tegrin","2013-02-21 09:35:12.0"
"1343","2012-12-03","","Tekturna","2013-02-21 09:35:12.0"
"1344","2012-12-03","","Telmisartan","2013-02-21 09:35:12.0"
"1345","2012-12-03","","Temazepam","2013-02-21 09:35:12.0"
"1346","2012-12-03","","Tenormin","2013-02-21 09:35:12.0"
"1347","2012-12-03","","Terazosin","2013-02-21 09:35:12.0"
"1348","2012-12-03","","Terazozin","2013-02-21 09:35:12.0"
"1349","2012-12-03","","Terbinafine","2013-02-21 09:35:12.0"
"1350","2012-12-03","","Terbutaline sulfate","2013-02-21 09:35:12.0"
"1351","2012-12-03","","Tessalon","2013-02-21 09:35:12.0"
"1352","2012-12-03","","Testim","2013-02-21 09:35:12.0"
"1353","2012-12-03","","Testosterone","2013-02-21 09:35:12.0"
"1354","2012-12-03","","Tetanus vaccine","2013-02-21 09:35:12.0"
"1355","2012-12-03","","Tetracycline","2013-02-21 09:35:12.0"
"1356","2012-12-03","","Teveten","2013-02-21 09:35:12.0"
"1357","2012-12-03","","The vision formula","2013-02-21 09:35:12.0"
"1358","2012-12-03","","Theophylline","2013-02-21 09:35:12.0"
"1359","2012-12-03","","Theraflu","2013-02-21 09:35:12.0"
"1360","2012-12-03","","Theragran","2013-02-21 09:35:12.0"
"1361","2012-12-03","","Theragran-m","2013-02-21 09:35:12.0"
"1362","2012-12-03","","Therapeutic-m","2013-02-21 09:35:12.0"
"1363","2012-12-03","","Thiamine","2013-02-21 09:35:12.0"
"1364","2012-12-03","","Thorazine","2013-02-21 09:35:12.0"
"1365","2012-12-03","","Thyroid","2013-02-21 09:35:12.0"
"1366","2012-12-03","","Thyroxine","2013-02-21 09:35:12.0"
"1367","2012-12-03","","Tiazac","2013-02-21 09:35:12.0"
"1368","2012-12-03","","Tigecycline","2013-02-21 09:35:12.0"
"1369","2012-12-03","","Timolol","2013-02-21 09:35:12.0"
"1370","2012-12-03","","Timoptic","2013-02-21 09:35:12.0"
"1371","2012-12-03","","Tineacide","2013-02-21 09:35:12.0"
"1372","2012-12-03","","Titralac","2013-02-21 09:35:12.0"
"1373","2012-12-03","","Tobradex","2013-02-21 09:35:12.0"
"1374","2012-12-03","","Tobramycin","2013-02-21 09:35:12.0"
"1375","2012-12-03","","Tofranil pm","2013-02-21 09:35:12.0"
"1376","2012-12-03","","Topamax","2013-02-21 09:35:12.0"
"1377","2012-12-03","","Topicort","2013-02-21 09:35:12.0"
"1378","2012-12-03","","Topral","2013-02-21 09:35:12.0"
"1379","2012-12-03","","Toprol","2013-02-21 09:35:12.0"
"1380","2012-12-03","","Toprol xl","2013-02-21 09:35:12.0"
"1381","2012-12-03","","Toradol","2013-02-21 09:35:12.0"
"1382","2012-12-03","","Torsemide","2013-02-21 09:35:12.0"
"1383","2012-12-03","","Tramacet","2013-02-21 09:35:12.0"
"1384","2012-12-03","","Tramadoc","2013-02-21 09:35:12.0"
"1385","2012-12-03","","Tramadol","2013-02-21 09:35:12.0"
"1386","2012-12-03","","Tramadolapap","2013-02-21 09:35:12.0"
"1387","2012-12-03","","Trandolapril","2013-02-21 09:35:12.0"
"1388","2012-12-03","","Travatan","2013-02-21 09:35:12.0"
"1389","2012-12-03","","Travoprost","2013-02-21 09:35:12.0"
"1390","2012-12-03","","Trazodone","2013-02-21 09:35:12.0"
"1391","2012-12-03","","Trental","2013-02-21 09:35:12.0"
"1392","2012-12-03","","Triamcinolone","2013-02-21 09:35:12.0"
"1393","2012-12-03","","Triamterene","2013-02-21 09:35:12.0"
"1394","2012-12-03","","Triamterenehctz","2013-02-21 09:35:12.0"
"1395","2012-12-03","","Triazide","2013-02-21 09:35:12.0"
"1396","2012-12-03","","Triazolam","2013-02-21 09:35:12.0"
"1397","2012-12-03","","Tricor","2013-02-21 09:35:12.0"
"1398","2012-12-03","","Trihexyphenidyl","2013-02-21 09:35:12.0"
"1399","2012-12-03","","Trileptal","2013-02-21 09:35:12.0"
"1400","2012-12-03","","Trilisate","2013-02-21 09:35:12.0"
"1401","2012-12-03","","Trimethoprim","2013-02-21 09:35:12.0"
"1402","2012-12-03","","Trimetoprim + sulfametoxazol","2013-02-21 09:35:12.0"
"1403","2012-12-03","","Trusopt","2013-02-21 09:35:12.0"
"1404","2012-12-03","","Tums","2013-02-21 09:35:12.0"
"1405","2012-12-03","","Tums antacid","2013-02-21 09:35:12.0"
"1406","2012-12-03","","Turmeric","2013-02-21 09:35:12.0"
"1407","2012-12-03","","Tussin","2013-02-21 09:35:12.0"
"1408","2012-12-03","","Tussin dm","2013-02-21 09:35:12.0"
"1409","2012-12-03","","Tussionex","2013-02-21 09:35:12.0"
"1410","2012-12-03","","Tussionex pennkinetic","2013-02-21 09:35:12.0"
"1411","2012-12-03","","Tylenol","2013-02-21 09:35:12.0"
"1412","2012-12-03","","Tylenol 8 hour","2013-02-21 09:35:12.0"
"1413","2012-12-03","","Tylenol allergy sinus","2013-02-21 09:35:12.0"
"1414","2012-12-03","","Tylenol arthritis","2013-02-21 09:35:12.0"
"1415","2012-12-03","","Tylenol arthritis pain","2013-02-21 09:35:12.0"
"1416","2012-12-03","","Tylenol er","2013-02-21 09:35:12.0"
"1417","2012-12-03","","Tylenol extra strength","2013-02-21 09:35:12.0"
"1418","2012-12-03","","Tylenol pm","2013-02-21 09:35:12.0"
"1419","2012-12-03","","Tylenol sinus","2013-02-21 09:35:12.0"
"1420","2012-12-03","","Tylenol wcodeine","2013-02-21 09:35:12.0"
"1421","2012-12-03","","Tylox","2013-02-21 09:35:12.0"
"1422","2012-12-03","","Typhoid vaccine","2013-02-21 09:35:12.0"
"1423","2012-12-03","","Ultra potent c","2013-02-21 09:35:12.0"
"1424","2012-12-03","","Ultracet","2013-02-21 09:35:12.0"
"1425","2012-12-03","","Ultram","2013-02-21 09:35:12.0"
"1426","2012-12-03","","Ultram er","2013-02-21 09:35:12.0"
"1427","2012-12-03","","Ultrase","2013-02-21 09:35:12.0"
"1428","2012-12-03","","Unasyn","2013-02-21 09:35:12.0"
"1429","2012-12-03","","Uniretic","2013-02-21 09:35:12.0"
"1430","2012-12-03","","Unisom","2013-02-21 09:35:12.0"
"1431","2012-12-03","","Unithroid","2013-02-21 09:35:12.0"
"1432","2012-12-03","","Univasc","2013-02-21 09:35:12.0"
"1433","2012-12-03","","Urelle","2013-02-21 09:35:12.0"
"1434","2012-12-03","","Uroqid-acid","2013-02-21 09:35:12.0"
"1435","2012-12-03","","Uroxatral","2013-02-21 09:35:12.0"
"1436","2012-12-03","","Ursodiol","2013-02-21 09:35:12.0"
"1437","2012-12-03","","Vagifem","2013-02-21 09:35:12.0"
"1438","2012-12-03","","Valerian root","2013-02-21 09:35:12.0"
"1439","2012-12-03","","Valium","2013-02-21 09:35:12.0"
"1440","2012-12-03","","Valproic acid","2013-02-21 09:35:12.0"
"1441","2012-12-03","","Valsartan","2013-02-21 09:35:12.0"
"1442","2012-12-03","","Valtrex","2013-02-21 09:35:12.0"
"1443","2012-12-03","","Vancomycin","2013-02-21 09:35:12.0"
"1444","2012-12-03","","Vanicream","2013-02-21 09:35:12.0"
"1445","2012-12-03","","Vantin","2013-02-21 09:35:12.0"
"1446","2012-12-03","","Vardenafil","2013-02-21 09:35:12.0"
"1447","2012-12-03","","Vasotec","2013-02-21 09:35:12.0"
"1448","2012-12-03","","Venlafaxine","2013-02-21 09:35:12.0"
"1449","2012-12-03","","Ventolin","2013-02-21 09:35:12.0"
"1450","2012-12-03","","Verapamil","2013-02-21 09:35:12.0"
"1451","2012-12-03","","Verelan","2013-02-21 09:35:12.0"
"1452","2012-12-03","","Verelan pm","2013-02-21 09:35:12.0"
"1453","2012-12-03","","Versed","2013-02-21 09:35:12.0"
"1454","2012-12-03","","Vesicare","2013-02-21 09:35:12.0"
"1455","2012-12-03","","Viactiv","2013-02-21 09:35:12.0"
"1456","2012-12-03","","Viagra","2013-02-21 09:35:12.0"
"1457","2012-12-03","","Vicodin","2013-02-21 09:35:12.0"
"1458","2012-12-03","","Vigamox","2013-02-21 09:35:12.0"
"1459","2012-12-03","","Vinpocetine","2013-02-21 09:35:12.0"
"1460","2012-12-03","","Viokase","2013-02-21 09:35:12.0"
"1461","2012-12-03","","Visine","2013-02-21 09:35:12.0"
"1462","2012-12-03","","Vistaril","2013-02-21 09:35:12.0"
"1463","2012-12-03","","Vit b 12","2013-02-21 09:35:12.0"
"1464","2012-12-03","","Vit b complex","2013-02-21 09:35:12.0"
"1465","2012-12-03","","Vit b1","2013-02-21 09:35:12.0"
"1466","2012-12-03","","Vit b12","2013-02-21 09:35:12.0"
"1467","2012-12-03","","Vit b6","2013-02-21 09:35:12.0"
"1468","2012-12-03","","Vit c","2013-02-21 09:35:12.0"
"1469","2012-12-03","","Vit d","2013-02-21 09:35:12.0"
"1470","2012-12-03","","Vit e","2013-02-21 09:35:12.0"
"1471","2012-12-03","","Vitamin a","2013-02-21 09:35:12.0"
"1472","2012-12-03","","Vitamin a & d","2013-02-21 09:35:12.0"
"1473","2012-12-03","","Vitamin a+d","2013-02-21 09:35:12.0"
"1474","2012-12-03","","Vitamin b","2013-02-21 09:35:12.0"
"1475","2012-12-03","","Vitamin b 6","2013-02-21 09:35:12.0"
"1476","2012-12-03","","Vitamin b complex","2013-02-21 09:35:12.0"
"1477","2012-12-03","","Vitamin b-complex","2013-02-21 09:35:12.0"
"1478","2012-12-03","","Vitamin b1","2013-02-21 09:35:12.0"
"1479","2012-12-03","","Vitamin b12","2013-02-21 09:35:12.0"
"1480","2012-12-03","","Vitamin b12 + folic acid","2013-02-21 09:35:12.0"
"1481","2012-12-03","","Vitamin b2","2013-02-21 09:35:12.0"
"1482","2012-12-03","","Vitamin b3","2013-02-21 09:35:12.0"
"1483","2012-12-03","","Vitamin c","2013-02-21 09:35:12.0"
"1484","2012-12-03","","Vitamin c with rose hips","2013-02-21 09:35:12.0"
"1485","2012-12-03","","Vitamin d","2013-02-21 09:35:12.0"
"1486","2012-12-03","","Vitamin d2","2013-02-21 09:35:12.0"
"1487","2012-12-03","","Vitamin d3","2013-02-21 09:35:12.0"
"1488","2012-12-03","","Vitamin e","2013-02-21 09:35:12.0"
"1489","2012-12-03","","Vitamin k","2013-02-21 09:35:12.0"
"1490","2012-12-03","","Vitron c","2013-02-21 09:35:12.0"
"1491","2012-12-03","","Vivactil","2013-02-21 09:35:12.0"
"1492","2012-12-03","","Vivelle","2013-02-21 09:35:12.0"
"1493","2012-12-03","","Vivelle dot","2013-02-21 09:35:12.0"
"1494","2012-12-03","","Voltaren","2013-02-21 09:35:12.0"
"1495","2012-12-03","","Voltaren-xr","2013-02-21 09:35:12.0"
"1496","2012-12-03","","Vosol","2013-02-21 09:35:12.0"
"1497","2012-12-03","","Vytorin","2013-02-21 09:35:12.0"
"1498","2012-12-03","","Wal-tussin","2013-02-21 09:35:12.0"
"1499","2012-12-03","","Warfarin","2013-02-21 09:35:12.0"
"1500","2012-12-03","","Welchol","2013-02-21 09:35:12.0"
"1501","2012-12-03","","Wellbutrin","2013-02-21 09:35:12.0"
"1502","2012-12-03","","Wellbutrin xl","2013-02-21 09:35:12.0"
"1503","2012-12-03","","Xalatan","2013-02-21 09:35:12.0"
"1504","2012-12-03","","Xanax","2013-02-21 09:35:12.0"
"1505","2012-12-03","","Xibrom","2013-02-21 09:35:12.0"
"1506","2012-12-03","","Xopenex","2013-02-21 09:35:12.0"
"1507","2012-12-03","","Xylocaine","2013-02-21 09:35:12.0"
"1508","2012-12-03","","Xyzal","2013-02-21 09:35:12.0"
"1509","2012-12-03","","Z-pak","2013-02-21 09:35:12.0"
"1510","2012-12-03","","Zanaflex","2013-02-21 09:35:12.0"
"1511","2012-12-03","","Zantac","2013-02-21 09:35:12.0"
"1512","2012-12-03","","Zaroxolyn","2013-02-21 09:35:12.0"
"1513","2012-12-03","","Zebeta","2013-02-21 09:35:12.0"
"1514","2012-12-03","","Zegerid","2013-02-21 09:35:12.0"
"1515","2012-12-03","","Zelnorm","2013-02-21 09:35:12.0"
"1516","2012-12-03","","Zemplar","2013-02-21 09:35:12.0"
"1517","2012-12-03","","Zen","2013-02-21 09:35:12.0"
"1518","2012-12-03","","Zestoretic","2013-02-21 09:35:12.0"
"1519","2012-12-03","","Zestril","2013-02-21 09:35:12.0"
"1520","2012-12-03","","Zetia","2013-02-21 09:35:12.0"
"1521","2012-12-03","","Ziac","2013-02-21 09:35:12.0"
"1522","2012-12-03","","Zinc","2013-02-21 09:35:12.0"
"1523","2012-12-03","","Zinc chelate","2013-02-21 09:35:12.0"
"1524","2012-12-03","","Zinc citrate","2013-02-21 09:35:12.0"
"1525","2012-12-03","","Zinc sulfate","2013-02-21 09:35:12.0"
"1526","2012-12-03","","Zithromax","2013-02-21 09:35:12.0"
"1527","2012-12-03","","Zithromax z-pak","2013-02-21 09:35:12.0"
"1528","2012-12-03","","Zocor","2013-02-21 09:35:12.0"
"1529","2012-12-03","","Zofran","2013-02-21 09:35:12.0"
"1530","2012-12-03","","Zoladex","2013-02-21 09:35:12.0"
"1531","2012-12-03","","Zoloft","2013-02-21 09:35:12.0"
"1532","2012-12-03","","Zolpidem","2013-02-21 09:35:12.0"
"1533","2012-12-03","","Zometa","2013-02-21 09:35:12.0"
"1534","2012-12-03","","Zomig","2013-02-21 09:35:12.0"
"1535","2012-12-03","","Zonegran","2013-02-21 09:35:12.0"
"1536","2012-12-03","","Zopiclone","2013-02-21 09:35:12.0"
"1537","2012-12-03","","Zosyn","2013-02-21 09:35:12.0"
"1538","2012-12-03","","Zovirax","2013-02-21 09:35:12.0"
"1539","2012-12-03","","Zylet","2013-02-21 09:35:12.0"
"1540","2012-12-03","","Zyloprim","2013-02-21 09:35:12.0"
"1541","2012-12-03","","Zymar","2013-02-21 09:35:12.0"
"1542","2012-12-03","","Zyprexa","2013-02-21 09:35:12.0"
"1543","2012-12-03","","Zyrtec","2013-02-21 09:35:12.0"
"1544","2012-12-03","","Zyvox","2013-02-21 09:35:12.0"
"1545","2012-12-03","","Cerefolin","2013-02-21 09:35:12.0"
"1546","2012-12-03","","Ebixa","2013-02-21 09:35:12.0"
"1547","2012-12-03","","Kapidex","2013-02-21 09:35:12.0"
"1548","2012-12-03","","Lovaza","2013-02-21 09:35:12.0"
"1549","2012-12-03","","Nuvigil","2013-02-21 09:35:12.0"
"1550","2012-12-03","","Omnaris","2013-02-21 09:35:12.0"
"1551","2012-12-03","","Pristiq","2013-02-21 09:35:12.0"
"1552","2012-12-03","","Propecia","2013-02-21 09:35:12.0"
"1553","2012-12-03","","Reclast","2013-02-21 09:35:12.0"
